.,BAA000210,2,100,The duc 1,Thai,MON,S4,THU,S4,15/09,22/12
1,20800340,Nguyen Le,Nghia,Male,26/8/2002,079402023231,8.5,9.5,0.1,9
2,20800341,Tran Trung,Hieu,Male,14/10/2002,079402023232,8.3,8.7,0.2,8.5
1,20127080,Dang Truong,An,Male,13/6/2002,079402001201,6,8,0.4,7.5
2,20127081,Bui Le,Duy,Male,26/4/2002,079403001202,8.9,9.3,0.1,9.2
1,20163590,Nguyen Thanh,Binh,Male,31/12/2002,079402764118,7.5,9.6,0.2,8.8
2,20165259,Vu Viet,Hoang,Male,29/12/2002,079402586805,8.7,9.4,0.1,9
.,BAA000070,2,70,Phuong phap luan sang tao,Tuan,TUE,S1,FRI,S2,15/09,22/12
.,BAA000050,2,70,Kinh te dai cuong,Minh,TUE,S3,WED,S2,15/09,22/12
.,MTH000090,4,70,Toan roi rac,Thinh,MON,S1,SAT,S3,15/09,22/12
1,20800340,Nguyen Le,Nghia,Male,26/8/2002,079402023231,7.8,8.3,0,8
2,20800341,Tran Trung,Hieu,Male,14/10/2002,079402023232,8,9.5,0.2,9.3
1,20127080,Dang Truong,An,Male,13/6/2002,079402001201,9.2,8.8,0,9
2,20127081,Bui Le,Duy,Male,26/4/2002,079403001202,8.5,8.8,0.7,9
1,20163590,Nguyen Thanh,Binh,Male,31/12/2002,079402764118,8,8.5,0.1,8.2
2,20165259,Vu Viet,Hoang,Male,29/12/2002,079402586805,8.7,9.4,0,9
.,CSC101010,3,50,Ky nang mem,Minh,THU,S3,FRI,S3,15/09,22/12
.,CSC100011,4,50,Nhap mon lap trinh,Tai,WED,S1,FRI,S1,15/09,22/12
1,20800340,Nguyen Le,Nghia,Male,26/8/2002,079402023231,8.8,9.8,0.4,9.5
2,20800341,Tran Trung,Hieu,Male,14/10/2002,079402023232,7.5,9,0.5,8.2
1,20127080,Dang Truong,An,Male,13/6/2002,079402001201,9.3,8,0.1,8.8
2,20127081,Bui Le,Duy,Male,26/4/2002,079403001202,7,8.2,0,7.5
1,20163590,Nguyen Thanh,Binh,Male,31/12/2002,079402764118,8.6,9.2,0.7,9.4
2,20165259,Vu Viet,Hoang,Male,29/12/2002,079402586805,7.5,8.4,0.1,8
.,CSC100012,4,50,Nhap mon lap trinh,Nam,MON,S2,FRI,S1,15/09,22/12
.,CSC000040,4,50,Nhap mon Cong nghe thong tin,Ha,WED,S3,THU,S1,15/09,22/12
.,CSC140031,4,50,Co so tri tue nhan tao,Dien,TUE,S1,THU,S2,15/09,22/12
.,CSC140032,4,50,Co so tri tue nhan tao,Thuy,TUE,S1,WED,S3,15/09,22/12
.,CSC110020,4,55,He thong vien thong,Phat,MON,S4,SAT,S1,15/09,22/12
.,CSC100070,4,50,He dieu hanh,Dat,WED,S3,SAT,S3,15/09,22/12
